left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
56.0	57.0	goout	0.625	1.0	NA	42	433
58.0	59.0	studytime	0.5	1.0	NA	43	433
0.0	0.0	NA	0.0	-1.0	fail	44	433
0.0	0.0	NA	0.0	-1.0	pass	45	433
60.0	61.0	internet	1.0	1.0	NA	46	433
0.0	0.0	NA	0.0	-1.0	pass	47	433
0.0	0.0	NA	0.0	-1.0	fail	48	433
0.0	0.0	NA	0.0	-1.0	pass	49	433
62.0	63.0	activities	1.0	1.0	NA	50	433
0.0	0.0	NA	0.0	-1.0	pass	51	433
64.0	65.0	G2	0.39473684210526316	1.0	NA	52	433
66.0	67.0	Mjob	4.0	1.0	NA	53	433
0.0	0.0	NA	0.0	-1.0	pass	54	433
0.0	0.0	NA	0.0	-1.0	fail	55	433
68.0	69.0	studytime	0.16666666666666666	1.0	NA	56	433
0.0	0.0	NA	0.0	-1.0	fail	57	433
70.0	71.0	goout	0.25	1.0	NA	58	433
0.0	0.0	NA	0.0	-1.0	pass	59	433
72.0	73.0	Fedu	0.75	1.0	NA	60	433
0.0	0.0	NA	0.0	-1.0	pass	61	433
74.0	75.0	Fedu	0.875	1.0	NA	62	433
0.0	0.0	NA	0.0	-1.0	pass	63	433
0.0	0.0	NA	0.0	-1.0	fail	64	433
76.0	77.0	reason	1.0	1.0	NA	65	433
78.0	79.0	goout	0.125	1.0	NA	66	433
0.0	0.0	NA	0.0	-1.0	pass	67	433
80.0	81.0	Fedu	0.75	1.0	NA	68	433
0.0	0.0	NA	0.0	-1.0	pass	69	433
0.0	0.0	NA	0.0	-1.0	pass	70	433
0.0	0.0	NA	0.0	-1.0	fail	71	433
0.0	0.0	NA	0.0	-1.0	fail	72	433
0.0	0.0	NA	0.0	-1.0	pass	73	433
0.0	0.0	NA	0.0	-1.0	pass	74	433
0.0	0.0	NA	0.0	-1.0	fail	75	433
0.0	0.0	NA	0.0	-1.0	fail	76	433
0.0	0.0	NA	0.0	-1.0	pass	77	433
0.0	0.0	NA	0.0	-1.0	fail	78	433
82.0	83.0	G2	0.5	1.0	NA	79	433
0.0	0.0	NA	0.0	-1.0	fail	80	433
0.0	0.0	NA	0.0	-1.0	pass	81	433
0.0	0.0	NA	0.0	-1.0	fail	82	433
84.0	85.0	reason	5.0	1.0	NA	83	433
0.0	0.0	NA	0.0	-1.0	pass	84	433
86.0	87.0	health	0.375	1.0	NA	85	433
0.0	0.0	NA	0.0	-1.0	fail	86	433
88.0	89.0	G1	0.375	1.0	NA	87	433
0.0	0.0	NA	0.0	-1.0	pass	88	433
0.0	0.0	NA	0.0	-1.0	fail	89	433
2.0	3.0	failures	0.16666666666666666	1.0	NA	1	434
4.0	5.0	Mjob	10.0	1.0	NA	2	434
6.0	7.0	famsize	1.0	1.0	NA	3	434
8.0	9.0	absences	0.32666666666666666	1.0	NA	4	434
10.0	11.0	absences	0.22666666666666668	1.0	NA	5	434
12.0	13.0	goout	0.125	1.0	NA	6	434
14.0	15.0	age	0.21428571428571427	1.0	NA	7	434
16.0	17.0	G1	0.46875	1.0	NA	8	434
0.0	0.0	NA	0.0	-1.0	fail	9	434
18.0	19.0	higher	1.0	1.0	NA	10	434
20.0	21.0	G2	0.5526315789473684	1.0	NA	11	434
0.0	0.0	NA	0.0	-1.0	pass	12	434
22.0	23.0	address	1.0	1.0	NA	13	434
0.0	0.0	NA	0.0	-1.0	pass	14	434
24.0	25.0	Mjob	6.0	1.0	NA	15	434
26.0	27.0	Pstatus	1.0	1.0	NA	16	434
0.0	0.0	NA	0.0	-1.0	pass	17	434
0.0	0.0	NA	0.0	-1.0	fail	18	434
28.0	29.0	Walc	0.125	1.0	NA	19	434
0.0	0.0	NA	0.0	-1.0	fail	20	434
0.0	0.0	NA	0.0	-1.0	pass	21	434
30.0	31.0	G2	0.5	1.0	NA	22	434
32.0	33.0	Fjob	1.0	1.0	NA	23	434
0.0	0.0	NA	0.0	-1.0	fail	24	434
34.0	35.0	internet	1.0	1.0	NA	25	434
0.0	0.0	NA	0.0	-1.0	fail	26	434
36.0	37.0	G2	0.5	1.0	NA	27	434
38.0	39.0	famsup	1.0	1.0	NA	28	434
40.0	41.0	reason	4.0	1.0	NA	29	434
0.0	0.0	NA	0.0	-1.0	fail	30	434
0.0	0.0	NA	0.0	-1.0	pass	31	434
0.0	0.0	NA	0.0	-1.0	pass	32	434
42.0	43.0	Mjob	5.0	1.0	NA	33	434
0.0	0.0	NA	0.0	-1.0	fail	34	434
0.0	0.0	NA	0.0	-1.0	pass	35	434
44.0	45.0	Fjob	4.0	1.0	NA	36	434
0.0	0.0	NA	0.0	-1.0	pass	37	434
46.0	47.0	G1	0.46875	1.0	NA	38	434
48.0	49.0	reason	5.0	1.0	NA	39	434
50.0	51.0	age	0.3571428571428571	1.0	NA	40	434
52.0	53.0	health	0.875	1.0	NA	41	434
54.0	55.0	Dalc	0.625	1.0	NA	42	434
56.0	57.0	G2	0.5526315789473684	1.0	NA	43	434
58.0	59.0	freetime	0.625	1.0	NA	44	434
60.0	61.0	goout	0.125	1.0	NA	45	434
62.0	63.0	guardian	3.0	1.0	NA	46	434
0.0	0.0	NA	0.0	-1.0	pass	47	434
64.0	65.0	traveltime	0.6666666666666666	1.0	NA	48	434
66.0	67.0	sex	1.0	1.0	NA	49	434
0.0	0.0	NA	0.0	-1.0	fail	50	434
0.0	0.0	NA	0.0	-1.0	pass	51	434
68.0	69.0	Fjob	4.0	1.0	NA	52	434
70.0	71.0	goout	0.875	1.0	NA	53	434
72.0	73.0	G1	0.40625	1.0	NA	54	434
0.0	0.0	NA	0.0	-1.0	pass	55	434
0.0	0.0	NA	0.0	-1.0	fail	56	434
0.0	0.0	NA	0.0	-1.0	pass	57	434
0.0	0.0	NA	0.0	-1.0	fail	58	434
0.0	0.0	NA	0.0	-1.0	pass	59	434
74.0	75.0	health	0.125	1.0	NA	60	434
0.0	0.0	NA	0.0	-1.0	fail	61	434
76.0	77.0	romantic	1.0	1.0	NA	62	434
0.0	0.0	NA	0.0	-1.0	fail	63	434
78.0	79.0	age	0.3571428571428571	1.0	NA	64	434
0.0	0.0	NA	0.0	-1.0	fail	65	434
80.0	81.0	goout	0.875	1.0	NA	66	434
0.0	0.0	NA	0.0	-1.0	pass	67	434
82.0	83.0	G1	0.46875	1.0	NA	68	434
84.0	85.0	age	0.21428571428571427	1.0	NA	69	434
0.0	0.0	NA	0.0	-1.0	pass	70	434
86.0	87.0	freetime	0.375	1.0	NA	71	434
0.0	0.0	NA	0.0	-1.0	fail	72	434
88.0	89.0	Dalc	0.25	1.0	NA	73	434
0.0	0.0	NA	0.0	-1.0	pass	74	434
0.0	0.0	NA	0.0	-1.0	fail	75	434
90.0	91.0	age	0.07142857142857142	1.0	NA	76	434
92.0	93.0	health	0.625	1.0	NA	77	434
94.0	95.0	G2	0.5	1.0	NA	78	434
0.0	0.0	NA	0.0	-1.0	fail	79	434
96.0	97.0	address	1.0	1.0	NA	80	434
0.0	0.0	NA	0.0	-1.0	fail	81	434
98.0	99.0	G1	0.28125	1.0	NA	82	434
0.0	0.0	NA	0.0	-1.0	pass	83	434
0.0	0.0	NA	0.0	-1.0	pass	84	434
100.0	101.0	schoolsup	1.0	1.0	NA	85	434
0.0	0.0	NA	0.0	-1.0	fail	86	434
0.0	0.0	NA	0.0	-1.0	pass	87	434
0.0	0.0	NA	0.0	-1.0	pass	88	434
0.0	0.0	NA	0.0	-1.0	fail	89	434
0.0	0.0	NA	0.0	-1.0	pass	90	434
102.0	103.0	Fjob	4.0	1.0	NA	91	434
0.0	0.0	NA	0.0	-1.0	pass	92	434
0.0	0.0	NA	0.0	-1.0	fail	93	434
104.0	105.0	romantic	1.0	1.0	NA	94	434
0.0	0.0	NA	0.0	-1.0	pass	95	434
106.0	107.0	romantic	1.0	1.0	NA	96	434
0.0	0.0	NA	0.0	-1.0	pass	97	434
108.0	109.0	guardian	3.0	1.0	NA	98	434
110.0	111.0	famrel	0.875	1.0	NA	99	434
112.0	113.0	G2	0.5263157894736842	1.0	NA	100	434
0.0	0.0	NA	0.0	-1.0	fail	101	434
114.0	115.0	absences	0.02666666666666667	1.0	NA	102	434
0.0	0.0	NA	0.0	-1.0	fail	103	434
0.0	0.0	NA	0.0	-1.0	fail	104	434
0.0	0.0	NA	0.0	-1.0	pass	105	434
0.0	0.0	NA	0.0	-1.0	pass	106	434
0.0	0.0	NA	0.0	-1.0	fail	107	434
0.0	0.0	NA	0.0	-1.0	fail	108	434
0.0	0.0	NA	0.0	-1.0	pass	109	434
116.0	117.0	Fedu	0.875	1.0	NA	110	434
0.0	0.0	NA	0.0	-1.0	pass	111	434
0.0	0.0	NA	0.0	-1.0	fail	112	434
0.0	0.0	NA	0.0	-1.0	pass	113	434
0.0	0.0	NA	0.0	-1.0	fail	114	434
0.0	0.0	NA	0.0	-1.0	pass	115	434
118.0	119.0	absences	0.10666666666666666	1.0	NA	116	434
0.0	0.0	NA	0.0	-1.0	pass	117	434
120.0	121.0	Mjob	4.0	1.0	NA	118	434
0.0	0.0	NA	0.0	-1.0	fail	119	434
122.0	123.0	Medu	0.375	1.0	NA	120	434
124.0	125.0	address	1.0	1.0	NA	121	434
0.0	0.0	NA	0.0	-1.0	pass	122	434
126.0	127.0	sex	1.0	1.0	NA	123	434
0.0	0.0	NA	0.0	-1.0	pass	124	434
0.0	0.0	NA	0.0	-1.0	fail	125	434
0.0	0.0	NA	0.0	-1.0	pass	126	434
0.0	0.0	NA	0.0	-1.0	fail	127	434
2.0	3.0	studytime	0.5	1.0	NA	1	435
4.0	5.0	goout	0.375	1.0	NA	2	435
6.0	7.0	goout	0.125	1.0	NA	3	435
8.0	9.0	G2	0.5	1.0	NA	4	435
10.0	11.0	Fjob	14.0	1.0	NA	5	435
12.0	13.0	health	0.375	1.0	NA	6	435
14.0	15.0	G2	0.5	1.0	NA	7	435
16.0	17.0	famsup	1.0	1.0	NA	8	435
18.0	19.0	G1	0.40625	1.0	NA	9	435
20.0	21.0	G2	0.5	1.0	NA	10	435
22.0	23.0	romantic	1.0	1.0	NA	11	435
0.0	0.0	NA	0.0	-1.0	fail	12	435
0.0	0.0	NA	0.0	-1.0	pass	13	435
24.0	25.0	Mjob	1.0	1.0	NA	14	435
26.0	27.0	freetime	0.625	1.0	NA	15	435
0.0	0.0	NA	0.0	-1.0	fail	16	435
28.0	29.0	address	1.0	1.0	NA	17	435
30.0	31.0	famsize	1.0	1.0	NA	18	435
0.0	0.0	NA	0.0	-1.0	pass	19	435
32.0	33.0	Fedu	0.625	1.0	NA	20	435
34.0	35.0	reason	7.0	1.0	NA	21	435
36.0	37.0	Mjob	4.0	1.0	NA	22	435
0.0	0.0	NA	0.0	-1.0	fail	23	435
38.0	39.0	G1	0.46875	1.0	NA	24	435
0.0	0.0	NA	0.0	-1.0	fail	25	435
40.0	41.0	Fjob	8.0	1.0	NA	26	435
0.0	0.0	NA	0.0	-1.0	pass	27	435
0.0	0.0	NA	0.0	-1.0	pass	28	435
42.0	43.0	age	0.21428571428571427	1.0	NA	29	435
0.0	0.0	NA	0.0	-1.0	pass	30	435
44.0	45.0	absences	0.013333333333333334	1.0	NA	31	435
46.0	47.0	internet	1.0	1.0	NA	32	435
48.0	49.0	absences	0.09333333333333334	1.0	NA	33	435
0.0	0.0	NA	0.0	-1.0	pass	34	435
50.0	51.0	goout	0.875	1.0	NA	35	435
52.0	53.0	goout	0.625	1.0	NA	36	435
0.0	0.0	NA	0.0	-1.0	pass	37	435
0.0	0.0	NA	0.0	-1.0	fail	38	435
0.0	0.0	NA	0.0	-1.0	pass	39	435
54.0	55.0	Mjob	1.0	1.0	NA	40	435
0.0	0.0	NA	0.0	-1.0	pass	41	435
56.0	57.0	Fedu	0.875	1.0	NA	42	435
0.0	0.0	NA	0.0	-1.0	pass	43	435
0.0	0.0	NA	0.0	-1.0	pass	44	435
0.0	0.0	NA	0.0	-1.0	fail	45	435
58.0	59.0	famsize	1.0	1.0	NA	46	435
60.0	61.0	G2	0.4473684210526315	1.0	NA	47	435
62.0	63.0	age	0.07142857142857142	1.0	NA	48	435
0.0	0.0	NA	0.0	-1.0	fail	49	435
64.0	65.0	Medu	0.375	1.0	NA	50	435
66.0	67.0	health	0.375	1.0	NA	51	435
0.0	0.0	NA	0.0	-1.0	pass	52	435
0.0	0.0	NA	0.0	-1.0	fail	53	435
0.0	0.0	NA	0.0	-1.0	fail	54	435
0.0	0.0	NA	0.0	-1.0	pass	55	435
0.0	0.0	NA	0.0	-1.0	fail	56	435
0.0	0.0	NA	0.0	-1.0	pass	57	435
0.0	0.0	NA	0.0	-1.0	pass	58	435
0.0	0.0	NA	0.0	-1.0	fail	59	435
0.0	0.0	NA	0.0	-1.0	fail	60	435
68.0	69.0	age	0.07142857142857142	1.0	NA	61	435
70.0	71.0	G2	0.4473684210526315	1.0	NA	62	435
0.0	0.0	NA	0.0	-1.0	fail	63	435
72.0	73.0	G1	0.4375	1.0	NA	64	435
0.0	0.0	NA	0.0	-1.0	pass	65	435
0.0	0.0	NA	0.0	-1.0	pass	66	435
0.0	0.0	NA	0.0	-1.0	fail	67	435
0.0	0.0	NA	0.0	-1.0	fail	68	435
74.0	75.0	Dalc	0.125	1.0	NA	69	435
0.0	0.0	NA	0.0	-1.0	fail	70	435
76.0	77.0	failures	0.3333333333333333	1.0	NA	71	435
0.0	0.0	NA	0.0	-1.0	fail	72	435
0.0	0.0	NA	0.0	-1.0	pass	73	435
0.0	0.0	NA	0.0	-1.0	pass	74	435
0.0	0.0	NA	0.0	-1.0	fail	75	435
0.0	0.0	NA	0.0	-1.0	pass	76	435
0.0	0.0	NA	0.0	-1.0	fail	77	435
2.0	3.0	goout	0.625	1.0	NA	1	436
4.0	5.0	G1	0.46875	1.0	NA	2	436
6.0	7.0	G1	0.40625	1.0	NA	3	436
8.0	9.0	romantic	1.0	1.0	NA	4	436
10.0	11.0	failures	0.5	1.0	NA	5	436
12.0	13.0	failures	0.16666666666666666	1.0	NA	6	436
14.0	15.0	G1	0.46875	1.0	NA	7	436
16.0	17.0	G2	0.5	1.0	NA	8	436
18.0	19.0	health	0.625	1.0	NA	9	436
20.0	21.0	internet	1.0	1.0	NA	10	436
0.0	0.0	NA	0.0	-1.0	fail	11	436
22.0	23.0	G2	0.4473684210526315	1.0	NA	12	436
24.0	25.0	sex	1.0	1.0	NA	13	436
26.0	27.0	guardian	1.0	1.0	NA	14	436
28.0	29.0	address	1.0	1.0	NA	15	436
30.0	31.0	reason	1.0	1.0	NA	16	436
32.0	33.0	absences	0.16	1.0	NA	17	436
34.0	35.0	Fedu	0.625	1.0	NA	18	436
0.0	0.0	NA	0.0	-1.0	fail	19	436
36.0	37.0	Walc	0.125	1.0	NA	20	436
0.0	0.0	NA	0.0	-1.0	pass	21	436
0.0	0.0	NA	0.0	-1.0	fail	22	436
38.0	39.0	traveltime	0.16666666666666666	1.0	NA	23	436
40.0	41.0	traveltime	0.5	1.0	NA	24	436
0.0	0.0	NA	0.0	-1.0	fail	25	436
0.0	0.0	NA	0.0	-1.0	pass	26	436
42.0	43.0	Fjob	12.0	1.0	NA	27	436
44.0	45.0	age	0.07142857142857142	1.0	NA	28	436
0.0	0.0	NA	0.0	-1.0	pass	29	436
0.0	0.0	NA	0.0	-1.0	fail	30	436
46.0	47.0	G2	0.39473684210526316	1.0	NA	31	436
48.0	49.0	Walc	0.125	1.0	NA	32	436
0.0	0.0	NA	0.0	-1.0	fail	33	436
50.0	51.0	goout	0.375	1.0	NA	34	436
52.0	53.0	paid	1.0	1.0	NA	35	436
54.0	55.0	goout	0.125	1.0	NA	36	436
0.0	0.0	NA	0.0	-1.0	pass	37	436
56.0	57.0	famrel	0.875	1.0	NA	38	436
0.0	0.0	NA	0.0	-1.0	fail	39	436
0.0	0.0	NA	0.0	-1.0	fail	40	436
0.0	0.0	NA	0.0	-1.0	pass	41	436
58.0	59.0	health	0.125	1.0	NA	42	436
0.0	0.0	NA	0.0	-1.0	pass	43	436
0.0	0.0	NA	0.0	-1.0	fail	44	436
0.0	0.0	NA	0.0	-1.0	pass	45	436
0.0	0.0	NA	0.0	-1.0	fail	46	436
60.0	61.0	studytime	0.5	1.0	NA	47	436
62.0	63.0	Fjob	1.0	1.0	NA	48	436
0.0	0.0	NA	0.0	-1.0	pass	49	436
0.0	0.0	NA	0.0	-1.0	fail	50	436
64.0	65.0	absences	0.16666666666666666	1.0	NA	51	436
66.0	67.0	G2	0.5	1.0	NA	52	436
0.0	0.0	NA	0.0	-1.0	pass	53	436
0.0	0.0	NA	0.0	-1.0	pass	54	436
68.0	69.0	G2	0.5526315789473684	1.0	NA	55	436
70.0	71.0	health	0.5	1.0	NA	56	436
0.0	0.0	NA	0.0	-1.0	pass	57	436
0.0	0.0	NA	0.0	-1.0	pass	58	436
72.0	73.0	health	0.875	1.0	NA	59	436
74.0	75.0	health	0.375	1.0	NA	60	436
0.0	0.0	NA	0.0	-1.0	fail	61	436
76.0	77.0	goout	0.375	1.0	NA	62	436
0.0	0.0	NA	0.0	-1.0	pass	63	436
0.0	0.0	NA	0.0	-1.0	fail	64	436
0.0	0.0	NA	0.0	-1.0	pass	65	436
0.0	0.0	NA	0.0	-1.0	fail	66	436
0.0	0.0	NA	0.0	-1.0	pass	67	436
0.0	0.0	NA	0.0	-1.0	fail	68	436
0.0	0.0	NA	0.0	-1.0	pass	69	436
0.0	0.0	NA	0.0	-1.0	pass	70	436
0.0	0.0	NA	0.0	-1.0	pass	71	436
0.0	0.0	NA	0.0	-1.0	fail	72	436
78.0	79.0	Dalc	0.125	1.0	NA	73	436
0.0	0.0	NA	0.0	-1.0	fail	74	436
80.0	81.0	sex	1.0	1.0	NA	75	436
0.0	0.0	NA	0.0	-1.0	fail	76	436
0.0	0.0	NA	0.0	-1.0	pass	77	436
0.0	0.0	NA	0.0	-1.0	pass	78	436
0.0	0.0	NA	0.0	-1.0	fail	79	436
0.0	0.0	NA	0.0	-1.0	pass	80	436
82.0	83.0	studytime	0.16666666666666666	1.0	NA	81	436
0.0	0.0	NA	0.0	-1.0	pass	82	436
84.0	85.0	freetime	0.625	1.0	NA	83	436
0.0	0.0	NA	0.0	-1.0	pass	84	436
0.0	0.0	NA	0.0	-1.0	fail	85	436
2.0	3.0	G1	0.46875	1.0	NA	1	437
4.0	5.0	absences	0.16666666666666669	1.0	NA	2	437
6.0	7.0	traveltime	0.16666666666666666	1.0	NA	3	437
8.0	9.0	absences	0.013333333333333334	1.0	NA	4	437
10.0	11.0	age	0.21428571428571427	1.0	NA	5	437
12.0	13.0	absences	0.15333333333333332	1.0	NA	6	437
0.0	0.0	NA	0.0	-1.0	pass	7	437
14.0	15.0	age	0.07142857142857142	1.0	NA	8	437
16.0	17.0	famrel	0.875	1.0	NA	9	437
18.0	19.0	G2	0.5	1.0	NA	10	437
0.0	0.0	NA	0.0	-1.0	fail	11	437
20.0	21.0	Mjob	1.0	1.0	NA	12	437
22.0	23.0	G2	0.5	1.0	NA	13	437
24.0	25.0	famsup	1.0	1.0	NA	14	437
26.0	27.0	schoolsup	1.0	1.0	NA	15	437
28.0	29.0	traveltime	0.16666666666666666	1.0	NA	16	437
30.0	31.0	G2	0.3421052631578947	1.0	NA	17	437
0.0	0.0	NA	0.0	-1.0	fail	18	437
32.0	33.0	goout	0.75	1.0	NA	19	437
34.0	35.0	paid	1.0	1.0	NA	20	437
36.0	37.0	health	0.875	1.0	NA	21	437
38.0	39.0	Dalc	0.25	1.0	NA	22	437
0.0	0.0	NA	0.0	-1.0	pass	23	437
0.0	0.0	NA	0.0	-1.0	pass	24	437
40.0	41.0	G2	0.5	1.0	NA	25	437
42.0	43.0	romantic	1.0	1.0	NA	26	437
0.0	0.0	NA	0.0	-1.0	fail	27	437
44.0	45.0	Mjob	7.0	1.0	NA	28	437
46.0	47.0	freetime	0.625	1.0	NA	29	437
0.0	0.0	NA	0.0	-1.0	fail	30	437
48.0	49.0	Pstatus	1.0	1.0	NA	31	437
50.0	51.0	Fjob	1.0	1.0	NA	32	437
0.0	0.0	NA	0.0	-1.0	pass	33	437
0.0	0.0	NA	0.0	-1.0	pass	34	437
52.0	53.0	reason	1.0	1.0	NA	35	437
0.0	0.0	NA	0.0	-1.0	pass	36	437
54.0	55.0	Medu	0.875	1.0	NA	37	437
0.0	0.0	NA	0.0	-1.0	fail	38	437
0.0	0.0	NA	0.0	-1.0	pass	39	437
0.0	0.0	NA	0.0	-1.0	fail	40	437
0.0	0.0	NA	0.0	-1.0	pass	41	437
56.0	57.0	age	0.21428571428571427	1.0	NA	42	437
0.0	0.0	NA	0.0	-1.0	fail	43	437
58.0	59.0	Walc	0.375	1.0	NA	44	437
60.0	61.0	Fedu	0.625	1.0	NA	45	437
62.0	63.0	goout	0.375	1.0	NA	46	437
0.0	0.0	NA	0.0	-1.0	fail	47	437
64.0	65.0	famsup	1.0	1.0	NA	48	437
0.0	0.0	NA	0.0	-1.0	pass	49	437
0.0	0.0	NA	0.0	-1.0	fail	50	437
0.0	0.0	NA	0.0	-1.0	pass	51	437
0.0	0.0	NA	0.0	-1.0	fail	52	437
0.0	0.0	NA	0.0	-1.0	pass	53	437
0.0	0.0	NA	0.0	-1.0	pass	54	437
66.0	67.0	romantic	1.0	1.0	NA	55	437
0.0	0.0	NA	0.0	-1.0	fail	56	437
68.0	69.0	health	0.875	1.0	NA	57	437
70.0	71.0	G2	0.5	1.0	NA	58	437
72.0	73.0	paid	1.0	1.0	NA	59	437
0.0	0.0	NA	0.0	-1.0	fail	60	437
74.0	75.0	schoolsup	1.0	1.0	NA	61	437
0.0	0.0	NA	0.0	-1.0	pass	62	437
76.0	77.0	health	0.125	1.0	NA	63	437
0.0	0.0	NA	0.0	-1.0	pass	64	437
0.0	0.0	NA	0.0	-1.0	fail	65	437
0.0	0.0	NA	0.0	-1.0	pass	66	437
78.0	79.0	goout	0.375	1.0	NA	67	437
0.0	0.0	NA	0.0	-1.0	fail	68	437
80.0	81.0	age	0.3571428571428571	1.0	NA	69	437
82.0	83.0	romantic	1.0	1.0	NA	70	437
84.0	85.0	Fjob	7.0	1.0	NA	71	437
86.0	87.0	G2	0.42105263157894735	1.0	NA	72	437
0.0	0.0	NA	0.0	-1.0	pass	73	437
88.0	89.0	freetime	0.625	1.0	NA	74	437
0.0	0.0	NA	0.0	-1.0	fail	75	437
0.0	0.0	NA	0.0	-1.0	pass	76	437
90.0	91.0	goout	0.625	1.0	NA	77	437
0.0	0.0	NA	0.0	-1.0	pass	78	437
0.0	0.0	NA	0.0	-1.0	fail	79	437
92.0	93.0	goout	0.625	1.0	NA	80	437
0.0	0.0	NA	0.0	-1.0	fail	81	437
0.0	0.0	NA	0.0	-1.0	fail	82	437
0.0	0.0	NA	0.0	-1.0	pass	83	437
94.0	95.0	age	0.07142857142857142	1.0	NA	84	437
0.0	0.0	NA	0.0	-1.0	fail	85	437
0.0	0.0	NA	0.0	-1.0	fail	86	437
0.0	0.0	NA	0.0	-1.0	pass	87	437
96.0	97.0	G2	0.4473684210526315	1.0	NA	88	437
0.0	0.0	NA	0.0	-1.0	fail	89	437
0.0	0.0	NA	0.0	-1.0	fail	90	437
98.0	99.0	Walc	0.625	1.0	NA	91	437
0.0	0.0	NA	0.0	-1.0	pass	92	437
0.0	0.0	NA	0.0	-1.0	fail	93	437
100.0	101.0	absences	0.08	1.0	NA	94	437
0.0	0.0	NA	0.0	-1.0	pass	95	437
0.0	0.0	NA	0.0	-1.0	fail	96	437
0.0	0.0	NA	0.0	-1.0	pass	97	437
0.0	0.0	NA	0.0	-1.0	fail	98	437
0.0	0.0	NA	0.0	-1.0	pass	99	437
0.0	0.0	NA	0.0	-1.0	fail	100	437
0.0	0.0	NA	0.0	-1.0	pass	101	437
2.0	3.0	age	0.21428571428571427	1.0	NA	1	438
4.0	5.0	failures	0.5	1.0	NA	2	438
6.0	7.0	paid	1.0	1.0	NA	3	438
8.0	9.0	G1	0.40625	1.0	NA	4	438
10.0	11.0	Walc	0.375	1.0	NA	5	438
12.0	13.0	Fedu	0.375	1.0	NA	6	438
14.0	15.0	Mjob	15.0	1.0	NA	7	438
16.0	17.0	paid	1.0	1.0	NA	8	438
18.0	19.0	Mjob	15.0	1.0	NA	9	438
0.0	0.0	NA	0.0	-1.0	fail	10	438
20.0	21.0	absences	0.10666666666666666	1.0	NA	11	438
22.0	23.0	G2	0.5526315789473684	1.0	NA	12	438
24.0	25.0	Walc	0.625	1.0	NA	13	438
26.0	27.0	Dalc	0.125	1.0	NA	14	438
28.0	29.0	famsize	1.0	1.0	NA	15	438
30.0	31.0	G2	0.42105263157894735	1.0	NA	16	438
32.0	33.0	G2	0.4473684210526315	1.0	NA	17	438
34.0	35.0	traveltime	0.16666666666666666	1.0	NA	18	438
36.0	37.0	Fjob	8.0	1.0	NA	19	438
38.0	39.0	Fedu	0.375	1.0	NA	20	438
0.0	0.0	NA	0.0	-1.0	pass	21	438
40.0	41.0	G1	0.28125	1.0	NA	22	438
0.0	0.0	NA	0.0	-1.0	pass	23	438
42.0	43.0	famrel	0.375	1.0	NA	24	438
44.0	45.0	G1	0.40625	1.0	NA	25	438
46.0	47.0	studytime	0.5	1.0	NA	26	438
48.0	49.0	goout	0.875	1.0	NA	27	438
50.0	51.0	absences	0.12	1.0	NA	28	438
0.0	0.0	NA	0.0	-1.0	pass	29	438
0.0	0.0	NA	0.0	-1.0	fail	30	438
52.0	53.0	guardian	1.0	1.0	NA	31	438
0.0	0.0	NA	0.0	-1.0	fail	32	438
54.0	55.0	activities	1.0	1.0	NA	33	438
0.0	0.0	NA	0.0	-1.0	pass	34	438
56.0	57.0	reason	3.0	1.0	NA	35	438
58.0	59.0	Dalc	0.25	1.0	NA	36	438
0.0	0.0	NA	0.0	-1.0	pass	37	438
0.0	0.0	NA	0.0	-1.0	pass	38	438
0.0	0.0	NA	0.0	-1.0	fail	39	438
0.0	0.0	NA	0.0	-1.0	fail	40	438
60.0	61.0	Walc	0.5	1.0	NA	41	438
0.0	0.0	NA	0.0	-1.0	fail	42	438
62.0	63.0	G2	0.5	1.0	NA	43	438
64.0	65.0	famrel	0.625	1.0	NA	44	438
0.0	0.0	NA	0.0	-1.0	pass	45	438
66.0	67.0	studytime	0.16666666666666666	1.0	NA	46	438
68.0	69.0	health	0.625	1.0	NA	47	438
70.0	71.0	Dalc	0.875	1.0	NA	48	438
0.0	0.0	NA	0.0	-1.0	pass	49	438
0.0	0.0	NA	0.0	-1.0	fail	50	438
72.0	73.0	G1	0.46875	1.0	NA	51	438
74.0	75.0	sex	1.0	1.0	NA	52	438
76.0	77.0	internet	1.0	1.0	NA	53	438
78.0	79.0	address	1.0	1.0	NA	54	438
0.0	0.0	NA	0.0	-1.0	pass	55	438
0.0	0.0	NA	0.0	-1.0	pass	56	438
80.0	81.0	health	0.875	1.0	NA	57	438
0.0	0.0	NA	0.0	-1.0	pass	58	438
0.0	0.0	NA	0.0	-1.0	fail	59	438
82.0	83.0	Fjob	4.0	1.0	NA	60	438
0.0	0.0	NA	0.0	-1.0	pass	61	438
84.0	85.0	absences	0.06666666666666667	1.0	NA	62	438
0.0	0.0	NA	0.0	-1.0	pass	63	438
0.0	0.0	NA	0.0	-1.0	pass	64	438
0.0	0.0	NA	0.0	-1.0	fail	65	438
86.0	87.0	address	1.0	1.0	NA	66	438
0.0	0.0	NA	0.0	-1.0	pass	67	438
88.0	89.0	Walc	0.125	1.0	NA	68	438
0.0	0.0	NA	0.0	-1.0	pass	69	438
90.0	91.0	Walc	0.625	1.0	NA	70	438
0.0	0.0	NA	0.0	-1.0	pass	71	438
0.0	0.0	NA	0.0	-1.0	fail	72	438
0.0	0.0	NA	0.0	-1.0	pass	73	438
